X,Y,Z,Radius,Color_12,Color_6,Color_4,Color_2,Color_1
-399.2811398,143.2182522,461.6026206,1,8,2,4,2,1
-42.25340289,-198.7647389,482.7471529,1,9,3,1,1,1
414.5226723,69.85329951,460.4431173,1,10,4,2,2,1
-274.7790207,204.493768,429.3205123,1,11,5,3,1,1
-23.10012918,53.16544735,673.2618398,1,12,6,4,2,1
-80.7179523,-15.48334469,648.1785116,1,1,1,1,1,1
-425.8778333,-619.8935125,40.18865932,1,2,2,2,2,1
-312.7665518,144.2224365,429.9396398,1,3,3,3,1,1
-75.85511649,210.2374383,461.1193789,1,4,4,4,2,1
-522.6844136,-354.1014774,267.523571,1,5,5,1,1,1
-535.394788,-28.15721165,424.6040317,1,6,6,2,2,1
17.58666617,462.046543,466.3824404,1,7,1,3,1,1
-317.9579027,-456.0935926,400.1794238,1,8,2,4,2,1
361.3029173,545.1940619,220.6755224,1,9,3,1,1,1
-505.0379173,107.12823,443.459364,1,10,4,2,2,1
-283.7064991,-129.0084725,422.9328038,1,11,5,3,1,1
-198.091269,322.9604943,443.7854045,1,12,6,4,2,1
182.5095937,234.2045287,422.9605818,1,1,1,1,1,1
-402.670073,-166.1762517,464.4351703,1,2,2,2,2,1
-208.9621784,-214.5093841,422.7913482,1,3,3,3,1,1
83.80733232,647.7128369,222.6148562,1,4,4,4,2,1
-593.8618465,-56.380655,335.0860186,1,5,5,1,1,1
302.4643185,-317.6442724,465.003598,1,6,6,2,2,1
140.6252944,-292.5157197,424.6592372,1,7,1,3,1,1
-27.58238537,435.4953629,464.5856959,1,8,2,4,2,1
-194.5485915,-41.63896945,487.7845933,1,9,3,1,1,1
-23.33977356,-63.99834622,663.5792835,1,10,4,2,2,1
7.750545748,-244.7301534,443.2658497,1,11,5,3,1,1
-633.3576154,-148.9913514,227.7351542,1,12,6,4,2,1
438.4177322,-123.1658062,466.5992194,1,1,1,1,1,1
5.101052031,428.7368087,462.8579175,1,2,2,2,2,1
306.3541646,210.7602124,440.7117588,1,3,3,3,1,1
415.1524846,195.5919166,466.5592937,1,4,4,4,2,1
666.0783586,-86.76275958,184.1554311,1,5,5,1,1,1
304.51471,155.1226133,429.0741277,1,6,6,2,2,1
-95.97344536,89.0433348,582.5091118,1,7,1,3,1,1
-643.0300037,-109.9224314,224.1816835,1,8,2,4,2,1
146.0208175,-465.4496486,460.523471,1,9,3,1,1,1
314.4857377,225.4805805,447.3493137,1,10,4,2,2,1
154.9549554,448.7764873,464.5671861,1,11,5,3,1,1
507.864898,169.6964108,425.3315898,1,12,6,4,2,1
-53.61276171,436.1576982,465.1460117,1,1,1,1,1,1
-514.0409991,-31.59997077,444.4650439,1,2,2,2,2,1
-317.9117643,130.2957237,429.662481,1,3,3,3,1,1
-42.62535747,-110.8939693,600.0133143,1,4,4,4,2,1
172.7275092,-577.2513351,324.0185322,1,5,5,1,1,1
217.4968685,-112.2369731,443.3396544,1,6,6,2,2,1
-213.0475962,-361.2290313,460.1268584,1,7,1,3,1,1
-581.4880328,309.8967769,210.5756734,1,8,2,4,2,1
453.9710514,342.01237,382.272732,1,9,3,1,1,1
-21.32768175,-270.4835451,428.8131399,1,10,4,2,2,1
467.0196694,-184.0557538,453.4824728,1,11,5,3,1,1
-70.43948207,-622.7403727,276.8983037,1,12,6,4,2,1
396.5301348,325.9679215,445.7794145,1,1,1,1,1,1
494.1646915,263.8873254,394.2963503,1,2,2,2,2,1
-187.0043192,38.44552328,497.7319739,1,3,3,3,1,1
598.0091842,59.91769368,326.8771417,1,4,4,4,2,1
74.69218789,-502.6046958,449.5376807,1,5,5,1,1,1
-200.5467797,463.2718227,451.7291102,1,6,6,2,2,1
9.901492919,-272.6343205,428.2570672,1,7,1,3,1,1
331.1109021,349.2733135,462.83543,1,8,2,4,2,1
-234.8808183,188.3601301,422.7205881,1,9,3,1,1,1
-135.2130383,-450.7942336,465.3852195,1,10,4,2,2,1
-263.7078148,-430.37518,451.7766268,1,11,5,3,1,1
-480.117826,450.920619,211.082397,1,12,6,4,2,1
93.73338648,147.0158049,519.7139108,1,1,1,1,1,1
-17.90203738,397.3792918,451.9996843,1,2,2,2,2,1
-53.9427093,-458.1522692,466.4516027,1,3,3,3,1,1
35.30278028,484.919961,461.147893,1,4,4,4,2,1
761.0917551,-66.10730057,24.30679555,1,5,5,1,1,1
155.4339654,467.6486374,458.3666767,1,6,6,2,2,1
106.1784716,114.0030646,546.0731219,1,7,1,3,1,1
2.319742961,494.0126054,457.7885954,1,8,2,4,2,1
642.0341897,122.659623,221.5061563,1,9,3,1,1,1
184.7644116,447.4026614,461.9247727,1,10,4,2,2,1
225.3899151,-211.3350124,422.7705805,1,11,5,3,1,1
234.563751,503.2354516,401.2226283,1,12,6,4,2,1
-21.14495962,190.9868651,496.1654643,1,1,1,1,1,1
24.58303247,33.79506728,685.8596866,1,2,2,2,2,1
145.4170869,473.5416104,457.1227217,1,3,3,3,1,1
75.14119559,-32.75495794,648.4349016,1,4,4,4,2,1
221.0493782,-19.85836018,462.6327019,1,5,5,1,1,1
187.681469,-308.1580271,436.054481,1,6,6,2,2,1
177.9576065,85.44708419,489.6560046,1,7,1,3,1,1
-463.2188274,115.5268503,463.9325671,1,8,2,4,2,1
139.8061912,-393.0300609,459.3971079,1,9,3,1,1,1
-287.2128888,-393.1938867,460.8743507,1,10,4,2,2,1
-414.6097721,-266.4845348,458.3380599,1,11,5,3,1,1
-402.4576604,67.04332256,456.1048613,1,12,6,4,2,1
-432.3943183,-311.5450225,428.0212803,1,1,1,1,1,1
173.906556,-599.9494643,281.0546363,1,2,2,2,2,1
296.8524682,-254.7192877,449.1754571,1,3,3,3,1,1
159.2942238,-206.8508662,433.3764258,1,4,4,4,2,1
47.5331928,-401.9507417,454.8401957,1,5,5,1,1,1
275.3193763,-329.7123235,463.0564666,1,6,6,2,2,1
-311.6919449,-302.4665656,464.1676988,1,7,1,3,1,1
-524.2454665,-292.4016506,328.2229494,1,8,2,4,2,1
509.704542,96.38120186,441.4327895,1,9,3,1,1,1
-366.1995159,-7.146768027,438.3198335,1,10,4,2,2,1
414.7171557,110.0357286,462.9346751,1,11,5,3,1,1
-87.96389696,112.2607095,565.3458163,1,12,6,4,2,1
423.4063808,166.2711658,466.5935884,1,1,1,1,1,1
-52.62564905,346.151377,431.9270447,1,2,2,2,2,1
48.84997992,226.1400463,453.9344642,1,3,3,3,1,1
-29.95079924,406.3601148,455.8974452,1,4,4,4,2,1
428.2533139,-459.2303811,274.4415533,1,5,5,1,1,1
349.5764365,479.3177313,340.9952847,1,6,6,2,2,1
505.6154207,314.3371976,337.2075431,1,7,1,3,1,1
-593.6667814,74.69329761,331.7743754,1,8,2,4,2,1
-335.5283046,-296.5849656,466.2290128,1,9,3,1,1,1
-215.0594229,-120.2110845,442.1993295,1,10,4,2,2,1
-85.42314119,28.0845783,638.8549331,1,11,5,3,1,1
491.2362231,-345.0358844,328.1755902,1,12,6,4,2,1
-59.29520944,212.8365421,463.6121809,1,1,1,1,1,1
-423.0745291,-125.6725927,465.4507648,1,2,2,2,2,1
51.74885075,-589.2716828,344.0439083,1,3,3,3,1,1
549.000798,291.9269327,286.7686827,1,4,4,4,2,1
-754.8191716,12.9597334,36.23413298,1,5,5,1,1,1
72.19640216,397.7801827,454.6528532,1,6,6,2,2,1
413.686727,65.50064456,459.9536505,1,7,1,3,1,1
-254.8156624,619.5463031,187.8592284,1,8,2,4,2,1
462.149766,96.86776799,465.1030633,1,9,3,1,1,1
-371.2326083,363.8457575,440.5260796,1,10,4,2,2,1
-255.5701279,-268.8120473,440.3056286,1,11,5,3,1,1
-400.9252835,182.8809564,465.3459135,1,12,6,4,2,1
-188.4061837,135.2254741,453.4531916,1,1,1,1,1,1
-99.11453778,-370.016438,445.6323468,1,2,2,2,2,1
202.3238853,-337.7234655,450.2666255,1,3,3,3,1,1
-2.301119146,-312.5424075,423.0021494,1,4,4,4,2,1
-330.8677616,14.19920169,426.0989986,1,5,5,1,1,1
-556.3964865,-70.02018227,393.4780147,1,6,6,2,2,1
55.60107647,15.30178462,673.5269731,1,7,1,3,1,1
323.9675175,4.290242844,424.5523285,1,8,2,4,2,1
33.3949595,-184.063784,502.6718059,1,9,3,1,1,1
656.8159742,-135.4177274,186.3620912,1,10,4,2,2,1
-131.7606503,203.067744,445.2878087,1,11,5,3,1,1
-50.24810991,-235.1409371,446.5069117,1,12,6,4,2,1
-489.1240434,231.1144109,419.1479241,1,1,1,1,1,1
362.6764028,-138.5037259,447.8995687,1,2,2,2,2,1
-39.29613485,582.6057354,357.2399598,1,3,3,3,1,1
356.0201437,323.9029951,462.8234619,1,4,4,4,2,1
-117.1096128,365.5654638,445.9867279,1,5,5,1,1,1
-89.52988056,420.9958106,463.2706129,1,6,6,2,2,1
64.72073525,691.5550903,138.2772807,1,7,1,3,1,1
-437.7610804,-396.3131837,345.8671296,1,8,2,4,2,1
118.6431737,467.225955,462.5905686,1,9,3,1,1,1
-0.879910966,-38.76265501,687.7962616,1,10,4,2,2,1
503.15953,-180.092884,426.4581235,1,11,5,3,1,1
460.0333636,246.4619807,438.704158,1,12,6,4,2,1
489.2909794,51.59272514,458.7358764,1,1,1,1,1,1
237.6739375,30.14871546,447.1760814,1,2,2,2,2,1
170.9572915,278.8290324,425.1633179,1,3,3,3,1,1
-142.8906676,-589.9305197,315.6338339,1,4,4,4,2,1
-332.4090256,-366.8902007,457.2662843,1,5,5,1,1,1
162.9137912,-374.9316033,456.4063774,1,6,6,2,2,1
229.419872,-329.9168125,453.6747775,1,7,1,3,1,1
306.4486611,265.0491714,455.004904,1,8,2,4,2,1
20.43582823,132.2783269,578.2246935,1,9,3,1,1,1
-67.44636358,137.370539,550.0823168,1,10,4,2,2,1
-297.7231234,289.2768485,458.7010728,1,11,5,3,1,1
346.9585206,-174.4164001,447.9467371,1,12,6,4,2,1
-343.6732191,-158.7762295,443.6560506,1,1,1,1,1,1
-552.0912961,-0.692941439,405.3920319,1,2,2,2,2,1
-619.5002601,76.49374429,281.9399714,1,3,3,3,1,1
-460.2408748,-545.1988325,102.6936894,1,4,4,4,2,1
-100.0437905,-517.8499229,433.5759403,1,5,5,1,1,1
-291.9416553,-627.6113367,142.9454024,1,6,6,2,2,1
11.33888628,-118.8013095,599.2470822,1,7,1,3,1,1
-585.7535692,279.1629648,231.4097176,1,8,2,4,2,1
71.97539994,-49.56198289,641.969515,1,9,3,1,1,1
-365.0991975,-340.9806051,454.8840578,1,10,4,2,2,1
-182.4054717,-64.06132131,494.6917577,1,11,5,3,1,1
-109.4599295,-662.5259326,184.5618111,1,12,6,4,2,1
61.61578631,-441.7460642,466.0541049,1,1,1,1,1,1
-138.7770727,591.2987244,314.9170555,1,2,2,2,2,1
31.09417205,166.7781143,526.2545454,1,3,3,3,1,1
-66.34447896,316.8267878,424.4973305,1,4,4,4,2,1
347.6047466,357.4101475,455.4377949,1,5,5,1,1,1
363.2891099,491.6951908,307.2840336,1,6,6,2,2,1
119.0173326,255.7501203,425.4065081,1,7,1,3,1,1
-336.7897139,265.3477155,462.8565514,1,8,2,4,2,1
-46.65560084,288.8451845,423.4138033,1,9,3,1,1,1
446.6999498,30.56117132,466.2223702,1,10,4,2,2,1
71.29704274,-611.0247916,299.8471394,1,11,5,3,1,1
186.1796576,12.3956629,503.2917587,1,12,6,4,2,1
-501.7220339,38.37437287,452.7502927,1,1,1,1,1,1
-430.2759416,332.9076249,415.5430653,1,2,2,2,2,1
151.5257611,-108.6129862,503.5001242,1,3,3,3,1,1
-217.4546245,231.6840463,423.5582107,1,4,4,4,2,1
308.7357276,-506.7979201,340.6747927,1,5,5,1,1,1
266.7051618,-228.3654114,432.2875633,1,6,6,2,2,1
215.0466165,-99.88032355,449.1211073,1,7,1,3,1,1
-73.38186309,-100.5387301,591.8785889,1,8,2,4,2,1
-159.5436204,586.6850786,313.7245774,1,9,3,1,1,1
437.290588,179.7646733,464.9849607,1,10,4,2,2,1
141.0075339,-172.1659289,462.0481129,1,11,5,3,1,1
-19.06388544,-587.9071071,349.8773746,1,12,6,4,2,1
-309.0539048,656.4461658,81.51692105,1,1,1,1,1,1
-370.926484,279.4439485,466.2137562,1,2,2,2,2,1
-296.1077173,325.1795279,465.2056069,1,3,3,3,1,1
-122.461486,-702.7431838,102.9708711,1,4,4,4,2,1
-466.0435304,-587.3662805,43.45101571,1,5,5,1,1,1
-608.6558612,-183.2471646,258.7285338,1,6,6,2,2,1
-57.52134031,479.7682185,462.2140494,1,7,1,3,1,1
311.2683612,457.4540762,403.7819169,1,8,2,4,2,1
495.4553619,9.241810618,457.0342935,1,9,3,1,1,1
92.49983104,-26.43801655,630.8915953,1,10,4,2,2,1
545.0649474,262.3000591,319.6001185,1,11,5,3,1,1
-250.408221,-253.5896544,434.2883893,1,12,6,4,2,1
29.3855136,306.6859429,422.733177,1,1,1,1,1,1
229.9605365,141.1862015,429.392084,1,2,2,2,2,1
-567.755491,-161.5602814,346.2411425,1,3,3,3,1,1
21.6116616,98.57258663,624.7189903,1,4,4,4,2,1
438.5079761,510.8224342,181.046381,1,5,5,1,1,1
-4.174888081,495.2793193,457.1576231,1,6,6,2,2,1
525.713323,-192.7091339,394.7063329,1,7,1,3,1,1
-331.8343355,-148.2173211,437.1310095,1,8,2,4,2,1
-277.3515363,241.1826711,438.862992,1,9,3,1,1,1
-756.450025,-86.68525876,27.58479394,1,10,4,2,2,1
375.4004678,-201.7899502,462.1719701,1,11,5,3,1,1
-359.5376521,-164.5273128,450.9930671,1,12,6,4,2,1
-327.2360344,-200.9329478,446.0467742,1,1,1,1,1,1
-35.51541747,-74.95818216,647.2910886,1,2,2,2,2,1
-386.5034664,-647.1996319,37.76182914,1,3,3,3,1,1
480.1890913,186.5446827,444.3551026,1,4,4,4,2,1
528.3206039,-164.5878903,403.7102861,1,5,5,1,1,1
135.9440251,683.8322591,133.1628636,1,6,6,2,2,1
578.4862926,-293.4212599,231.8842017,1,7,1,3,1,1
-38.52678702,578.8712339,363.5703962,1,8,2,4,2,1
-410.9772203,71.16956159,459.3765936,1,9,3,1,1,1
496.3131964,156.4668199,440.0201603,1,10,4,2,2,1
543.3285997,2.665341795,416.3717409,1,11,5,3,1,1
-191.0820048,448.905685,460.4976638,1,12,6,4,2,1
495.6326763,55.98464778,455.3191683,1,1,1,1,1,1
543.2243032,-84.7188708,408.3781772,1,2,2,2,2,1
-544.2654969,127.0608095,396.1446348,1,3,3,3,1,1
374.4573763,134.1586586,451.992367,1,4,4,4,2,1
-152.0513316,541.2912991,391.3860817,1,5,5,1,1,1
466.0209064,226.2716046,442.0083298,1,6,6,2,2,1
-12.1578007,398.8844505,452.536003,1,7,1,3,1,1
89.98724432,556.9506793,388.5709933,1,8,2,4,2,1
-470.1319359,-252.9551521,427.0483888,1,9,3,1,1,1
87.12569689,349.618259,435.8506905,1,10,4,2,2,1
-482.6176664,-376.0554331,306.3445421,1,11,5,3,1,1
285.5612303,-302.1967303,458.9285886,1,12,6,4,2,1
274.8145856,-529.8518252,334.4532145,1,1,1,1,1,1
31.12336558,583.3358754,356.8393341,1,2,2,2,2,1
287.3731593,-53.9551484,423.4391168,1,3,3,3,1,1
-242.0967317,556.5939964,315.677772,1,4,4,4,2,1
683.3325513,-1.170964751,160.5335208,1,5,5,1,1,1
572.286708,-259.2254772,273.7708603,1,6,6,2,2,1
337.860114,-502.7362007,318.0462547,1,7,1,3,1,1
-0.859037567,-691.2745588,144.7414335,1,8,2,4,2,1
372.2302732,-350.6675289,447.2160509,1,9,3,1,1,1
-454.4675991,-301.2142025,414.0904111,1,10,4,2,2,1
313.9752443,-393.3139514,452.7021367,1,11,5,3,1,1
46.45387947,556.9804823,396.1247573,1,12,6,4,2,1
85.48499625,-469.9320563,463.871192,1,1,1,1,1,1
30.60919903,725.5447805,80.44747845,1,2,2,2,2,1
-271.3629061,341.3707639,464.5303205,1,3,3,3,1,1
153.866655,-339.1478036,440.9587525,1,4,4,4,2,1
701.8351799,40.21140544,122.1290913,1,5,5,1,1,1
210.2574209,495.2423699,422.5111867,1,6,6,2,2,1
63.64662932,62.54872703,639.7023491,1,7,1,3,1,1
273.9406035,593.2310407,221.9617393,1,8,2,4,2,1
356.8770869,-264.0749423,465.8134453,1,9,3,1,1,1
566.9830436,-183.9217508,335.9285193,1,10,4,2,2,1
332.47762,383.3856667,449.9837083,1,11,5,3,1,1
-132.5573482,-383.0208475,455.0605368,1,12,6,4,2,1
-417.9103691,-181.3010685,466.6003658,1,1,1,1,1,1
442.6927575,-428.7645452,297.6488011,1,2,2,2,2,1
-123.2528339,71.41907099,565.5941437,1,3,3,3,1,1
447.1266953,545.1931197,118.1585889,1,4,4,4,2,1
-109.814314,350.7903065,438.8746103,1,5,5,1,1,1
372.8049965,-285.7202804,465.5399301,1,6,6,2,2,1
-28.62743337,118.0011578,596.2658743,1,7,1,3,1,1
125.5856723,-481.2992285,456.0622335,1,8,2,4,2,1
310.0923184,229.1029433,446.7258732,1,9,3,1,1,1
34.98270176,223.5793653,458.4810454,1,10,4,2,2,1
-287.0071129,-256.9251757,446.5765828,1,11,5,3,1,1
-119.9597372,-312.156785,426.9279251,1,12,6,4,2,1
-257.022196,-257.8181613,437.3872611,1,1,1,1,1,1
-308.7635297,-527.7164418,307.1632818,1,2,2,2,2,1
183.0243559,-305.3243376,434.1290235,1,3,3,3,1,1
-550.293594,155.1923871,377.0749677,1,4,4,4,2,1
-297.6384893,249.3980645,447.9392953,1,5,5,1,1,1
-287.1813147,-118.0461841,422.8537691,1,6,6,2,2,1
-295.4298279,-0.775300222,423.0927304,1,7,1,3,1,1
-678.6775742,-195.8725034,115.7575885,1,8,2,4,2,1
376.9489188,-330.2151718,453.9845689,1,9,3,1,1,1
-722.8829455,168.2797693,54.67436614,1,10,4,2,2,1
286.3624387,576.5483357,242.0324663,1,11,5,3,1,1
292.5715748,274.1743006,453.3149776,1,12,6,4,2,1
-303.0077201,245.5061396,448.6665813,1,1,1,1,1,1
309.4946191,-71.06456057,423.532172,1,2,2,2,2,1
-360.0404441,-593.0709115,139.7872346,1,3,3,3,1,1
79.41850079,112.986643,571.9772466,1,4,4,4,2,1
-296.356394,615.31594,161.2745151,1,5,5,1,1,1
44.75523347,-570.7768709,375.8689162,1,6,6,2,2,1
425.0756312,539.5474887,153.4461845,1,7,1,3,1,1
-117.1207684,73.12078805,572.027003,1,8,2,4,2,1
-112.1893221,397.5243213,457.9742203,1,9,3,1,1,1
208.9155012,557.23627,337.6577277,1,10,4,2,2,1
-123.4589112,-387.502019,455.6007952,1,11,5,3,1,1
-86.26540851,408.2519996,459.434446,1,12,6,4,2,1
1.195115189,-169.2417322,526.824293,1,1,1,1,1,1
-24.24596515,26.55238117,689.4806805,1,2,2,2,2,1
-19.15890482,-35.08619349,687.0400024,1,3,3,3,1,1
-356.443657,-233.9180108,462.2124232,1,4,4,4,2,1
194.9312633,552.0877712,354.5804163,1,5,5,1,1,1
389.5584102,392.7598509,403.9454278,1,6,6,2,2,1
-79.78537858,619.7455104,280.6249412,1,7,1,3,1,1
-285.1195647,85.32313443,422.9074996,1,8,2,4,2,1
122.5699214,420.6190862,464.9143505,1,9,3,1,1,1
-126.0058172,146.0658197,495.2200412,1,10,4,2,2,1
-63.96808936,-248.0505063,436.026627,1,11,5,3,1,1
353.0019672,9.238249886,433.0348031,1,12,6,4,2,1
26.59947982,-140.9889112,564.0859139,1,1,1,1,1,1
285.8981726,-633.8669245,136.7547593,1,2,2,2,2,1
-7.603973927,-432.0009292,463.6655615,1,3,3,3,1,1
-519.9994798,327.2982895,301.2948143,1,4,4,4,2,1
-29.56539294,-55.45578945,668.7715102,1,5,5,1,1,1
81.81224929,-148.410138,526.5150404,1,6,6,2,2,1
127.3089912,36.78092587,580.174409,1,7,1,3,1,1
-393.9310556,89.75422348,454.5525271,1,8,2,4,2,1
-372.1548392,-250.491947,466.2952193,1,9,3,1,1,1
-284.6684692,612.6540982,176.2712134,1,10,4,2,2,1
75.00924851,260.7603576,428.8088218,1,11,5,3,1,1
257.798479,569.8247072,279.4834277,1,12,6,4,2,1
50.04996589,271.9377963,426.9974739,1,1,1,1,1,1
-373.378093,2.830966203,441.3806947,1,2,2,2,2,1
-385.1350616,245.5973629,466.6001413,1,3,3,3,1,1
220.2478353,-167.6710049,426.9015343,1,4,4,4,2,1
167.792839,-459.7748665,459.8611074,1,5,5,1,1,1
-78.75342406,284.4421438,423.1211133,1,6,6,2,2,1
28.97960882,-531.292282,428.9142629,1,7,1,3,1,1
621.6090831,-38.52192378,284.7499726,1,8,2,4,2,1
80.58615143,366.0920684,442.0218107,1,9,3,1,1,1
75.39403363,-648.3927887,223.3433233,1,10,4,2,2,1
-310.4725408,-315.3494123,465.6242386,1,11,5,3,1,1
149.4377894,-370.9965494,452.9051611,1,12,6,4,2,1
200.0410293,33.07612164,483.2716076,1,1,1,1,1,1
-198.2992455,-447.6146249,459.8034059,1,2,2,2,2,1
533.3829919,30.15611894,426.6539171,1,3,3,3,1,1
-186.2191984,70.4383978,487.6147365,1,4,4,4,2,1
221.5945097,-437.2356849,459.5432065,1,5,5,1,1,1
-505.5574365,144.2584719,435.1889461,1,6,6,2,2,1
-233.4058694,-305.9143465,446.3928108,1,7,1,3,1,1
-472.0463919,-279.3814703,409.9880114,1,8,2,4,2,1
238.0130592,-163.8514492,423.9574042,1,9,3,1,1,1
489.5746189,-205.7646025,429.9663789,1,10,4,2,2,1
-167.5260953,-596.5394763,291.0906984,1,11,5,3,1,1
177.2303346,-509.2922492,421.1333015,1,12,6,4,2,1
572.7848692,264.4098537,268.4775231,1,1,1,1,1,1
-379.0820209,86.83524397,448.1950951,1,2,2,2,2,1
-413.5918601,-229.3697363,464.957456,1,3,3,3,1,1
153.5029053,-41.76407196,541.3064271,1,4,4,4,2,1
463.5560163,-464.5363035,216.0771119,1,5,5,1,1,1
368.4269261,-494.4502706,297.0058922,1,6,6,2,2,1
-20.47696231,-630.0698663,269.4248568,1,7,1,3,1,1
718.9494828,-75.12247264,86.12777352,1,8,2,4,2,1
69.15413143,-486.8360646,458.8632143,1,9,3,1,1,1
-114.407654,-299.3306634,423.9457891,1,10,4,2,2,1
475.4502177,263.625271,415.9997357,1,11,5,3,1,1
651.2737139,-48.29738138,222.7189874,1,12,6,4,2,1
228.7908661,-652.9839561,143.5022056,1,1,1,1,1,1
-467.4694368,69.69673803,465.0169757,1,2,2,2,2,1
486.5123204,318.1758727,361.6331365,1,3,3,3,1,1
-413.662657,508.6766838,217.3580675,1,4,4,4,2,1
-98.2716852,-411.8791839,461.3830134,1,5,5,1,1,1
105.1129344,-425.2960696,464.9105721,1,6,6,2,2,1
239.54765,-630.7209394,178.0685699,1,7,1,3,1,1
-175.5312482,658.5392753,164.1596941,1,8,2,4,2,1
-330.3946272,-415.6970706,430.0217782,1,9,3,1,1,1
547.4628132,-341.0207838,239.464597,1,10,4,2,2,1
-278.4611326,-78.64126817,423.8911567,1,11,5,3,1,1
68.91938466,569.9985599,373.3084558,1,12,6,4,2,1
-136.7241033,-37.29691779,566.6668077,1,1,1,1,1,1
-61.8220956,-195.7009397,480.4029293,1,2,2,2,2,1
650.5560041,-215.3125401,156.6715133,1,3,3,3,1,1
-23.21593683,-491.6505467,458.6467396,1,4,4,4,2,1
274.2355899,-440.6326811,441.2099966,1,5,5,1,1,1
177.4178974,358.5922304,452.9542787,1,6,6,2,2,1
-123.4042863,24.29320664,589.9948114,1,7,1,3,1,1
-119.4793536,179.1184643,469.3406953,1,8,2,4,2,1
15.19834339,621.3911087,287.1939842,1,9,3,1,1,1
-186.9258316,-136.1081772,454.0454262,1,10,4,2,2,1
369.7259291,505.1825124,278.2830367,1,11,5,3,1,1
-244.6310355,224.8400661,426.3688209,1,12,6,4,2,1
-640.2117775,307.8724736,108.3304797,1,1,1,1,1,1
58.64448956,130.0595932,565.2708149,1,2,2,2,2,1
78.90502878,-386.6786665,450.6753617,1,3,3,3,1,1
-546.3164919,174.0305382,374.5508255,1,4,4,4,2,1
-59.82286195,530.6474229,426.8942531,1,5,5,1,1,1
85.13078456,401.6789252,457.0818811,1,6,6,2,2,1
299.1190033,-324.0037088,465.3926706,1,7,1,3,1,1
59.43941573,-163.7140623,519.9681802,1,8,2,4,2,1
-432.7148564,-320.3919783,422.0734086,1,9,3,1,1,1
-373.5612835,179.1661339,458.4184312,1,10,4,2,2,1
288.5939278,-488.6601809,383.5896636,1,11,5,3,1,1
-202.0791066,237.4578799,422.9434854,1,12,6,4,2,1
-123.5006611,-251.0810587,426.010025,1,1,1,1,1,1
134.9518736,-27.5397573,572.5247785,1,2,2,2,2,1
288.2348291,-473.7968802,402.0784522,1,3,3,3,1,1
309.32474,272.4480294,457.6678078,1,4,4,4,2,1
-41.48917596,-279.7053229,425.2386509,1,5,5,1,1,1
243.5390216,-293.1577104,444.7766694,1,6,6,2,2,1
-347.1350377,-67.80968629,433.2516009,1,7,1,3,1,1
-165.6194255,-462.6358635,459.0141742,1,8,2,4,2,1
532.1768209,-32.6155568,427.7746166,1,9,3,1,1,1
618.0321969,390.0524033,72.71625459,1,10,4,2,2,1
-437.3263505,354.9546862,389.9270806,1,11,5,3,1,1
385.9645203,152.6742797,458.6834741,1,12,6,4,2,1
-83.93248164,204.4022151,463.5907126,1,1,1,1,1,1
229.3045641,-539.4397082,353.4434772,1,2,2,2,2,1
-492.9731402,339.7572024,331.1031008,1,3,3,3,1,1
271.9866243,-694.7361608,48.86894247,1,4,4,4,2,1
208.7198054,-647.3655964,166.8865007,1,5,5,1,1,1
28.74849591,-314.0024445,423.2662653,1,6,6,2,2,1
33.51119608,111.6023531,603.2510535,1,7,1,3,1,1
-9.8861912,-213.4572177,471.0554736,1,8,2,4,2,1
147.8130236,-393.0965614,460.3167594,1,9,3,1,1,1
245.5966906,-241.1048421,429.855988,1,10,4,2,2,1
382.8617791,172.0618049,460.2464147,1,11,5,3,1,1
-165.2688112,-113.8294967,485.7254134,1,12,6,4,2,1
172.5273477,-418.9404156,466.5506555,1,1,1,1,1,1
292.2262953,3.939194905,423.4578089,1,2,2,2,2,1
133.1601402,603.4725358,294.3084287,1,3,3,3,1,1
-173.6504248,270.1529407,424.0568547,1,4,4,4,2,1
-136.6771376,-186.4068646,454.1181252,1,5,5,1,1,1
-173.443815,-349.1375684,448.6068466,1,6,6,2,2,1
373.0154904,10.80154966,441.2861495,1,7,1,3,1,1
155.6913952,-476.3170947,453.9931912,1,8,2,4,2,1
-350.6048369,-169.3230631,448.3913927,1,9,3,1,1,1
-260.0815795,323.9550684,458.8131839,1,10,4,2,2,1
-49.41766015,-248.4072386,437.7262008,1,11,5,3,1,1
-219.1101544,322.4709151,448.6163009,1,12,6,4,2,1
-15.59941675,307.7586432,422.735601,1,1,1,1,1,1
107.2202359,9.46124487,615.6448431,1,2,2,2,2,1
474.6993709,-190.7896814,447.0599532,1,3,3,3,1,1
-124.5981216,-111.3851341,529.8103199,1,4,4,4,2,1
-367.0573568,250.8577682,465.8917769,1,5,5,1,1,1
-146.7367126,462.319615,461.5732311,1,6,6,2,2,1
-543.2969183,327.2538349,261.5903728,1,7,1,3,1,1
151.1026693,-94.72760558,514.263398,1,8,2,4,2,1
-557.3918263,276.0167109,286.371593,1,9,3,1,1,1
-288.2660959,-80.17967442,422.8051732,1,10,4,2,2,1
487.3308826,-325.9025906,353.2556455,1,11,5,3,1,1
703.8536864,-276.8155558,34.31896015,1,12,6,4,2,1
-520.9787665,395.4438051,220.6464481,1,1,1,1,1,1
321.8422652,210.6143482,446.3235967,1,2,2,2,2,1
313.1081404,-469.880541,387.8762406,1,3,3,3,1,1
191.5260668,536.7076524,380.0213738,1,4,4,4,2,1
301.8180684,-187.1762334,433.8066136,1,5,5,1,1,1
