FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,Quality,Radius,Scaled_FixedAcidity,Scaled_VolatileAcidity,Scaled_CitricAcid,Scaled_ResidualSugar,Scaled_Chlorides,Scaled_FreeSulfurDioxide,Scaled_TotalSulfurDioxide,Scaled_Density,Scaled_pH,Scaled_Sulphates,Scaled_Alcohol,Scaled_Quality
6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5,1,640,475,60,100,300,90,1310,990.4,297,29,1080,500
6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6,1,630,260,490,150,520,340,1340,992.4,299,61,980,600
6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6,1,630,260,490,150,520,340,1340,992.4,299,61,980,600
7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,5,1,730,250,290,750,490,380,1580,996.5,343,38,960,500
7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,5,1,730,250,290,750,490,380,1580,996.5,343,38,960,500
6.1,0.28,0.25,17.75,0.044,48,161,0.9993,3.34,0.48,9.5,5,1,610,280,250,1775,440,480,1610,999.3,334,48,950,500
7.4,0.37,0.35,5.7,0.061,12,94,0.9965,3.48,0.69,10.7,6,1,740,370,350,570,610,120,940,996.5,348,69,1070,600
6.5,0.36,0.28,3.2,0.037,29,119,0.9908,3.25,0.65,12.4,8,1,650,360,280,320,370,290,1190,990.8,325,65,1240,800
7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,6,1,740,240,400,430,320,90,950,992,309,39,1110,600
7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,5,1,750,230,680,1100,470,370,1330,997.8,299,38,880,500
7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,5,1,750,210,680,1090,450,380,1330,997.8,300,36,870,500
7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,5,1,750,210,680,1090,450,380,1330,997.8,300,36,870,500
7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,5,1,750,230,680,1100,470,370,1330,997.8,299,38,880,500
7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,7,1,780,320,330,240,370,180,1010,991.2,321,65,1170,700
7.8,0.26,0.27,1.9,0.051,52,195,0.9928,3.23,0.5,10.9,6,1,780,260,270,190,510,520,1950,992.8,323,50,1090,600
7.7,0.24,0.27,1.8,0.051,52,190,0.9928,3.23,0.5,10.8,6,1,770,240,270,180,510,520,1900,992.8,323,50,1080,600
7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,6,1,740,190,300,140,570,330,1350,993,312,50,960,600
6.5,0.46,0.41,16.8,0.084,59,222,0.9993,3.18,0.58,9,5,1,650,460,410,1680,840,590,2220,999.3,318,58,900,500
6.5,0.26,0.43,8.9,0.083,50,171,0.9965,2.85,0.5,9,5,1,650,260,430,890,830,500,1710,996.5,285,50,900,500
5.3,0.32,0.12,6.6,0.043,22,141,0.9937,3.36,0.6,10.4,6,1,530,320,120,660,430,220,1410,993.7,336,60,1040,600
7.2,0.24,0.34,1.1,0.045,3,64,0.9913,3.23,0.51,11.4,5,1,720,240,340,110,450,30,640,991.3,323,51,1140,500
6,0.36,0.06,1.4,0.066,27,128,0.9934,3.26,0.55,9.3,5,1,600,360,60,140,660,270,1280,993.4,326,55,930,500
6.2,0.24,0.29,13.3,0.039,49,130,0.9952,3.33,0.46,11,8,1,620,240,290,1330,390,490,1300,995.2,333,46,1100,800
7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,4,1,760,560,120,1040,960,220,1770,998.3,332,45,910,400
7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6,1,700,320,240,620,480,310,2280,995.7,323,62,940,600
7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6,1,700,320,240,620,480,310,2280,995.7,323,62,940,600
5.8,0.31,0.33,1.2,0.036,23,99,0.9916,3.18,0.6,10.5,6,1,580,310,330,120,360,230,990,991.6,318,60,1050,600
7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,5,1,700,230,420,1805,500,350,1440,999.9,322,42,880,500
7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,5,1,700,230,420,1805,500,350,1440,999.9,322,42,880,500
6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7,6,1,690,240,330,480,400,160,1310,993.6,326,64,1070,600
6,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,5,1,600,290,200,1260,450,450,1870,997.2,333,42,950,500
6.1,0.17,0.28,4.5,0.033,46,150,0.9933,3.43,0.49,10.9,6,1,610,170,280,450,330,460,1500,993.3,343,49,1090,600
5.9,0.14,0.25,4.5,0.027,34,140,0.9934,3.49,0.51,10.8,6,1,590,140,250,450,270,340,1400,993.4,349,51,1080,600
6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,7,1,620,170,280,470,370,390,1330,993.1,341,46,1080,700
7.4,0.28,0.25,11.9,0.053,25,148,0.9976,3.1,0.62,9.2,5,1,740,280,250,1190,530,250,1480,997.6,310,62,920,500
5.6,0.35,0.14,5,0.046,48,198,0.9937,3.3,0.71,10.3,5,1,560,350,140,500,460,480,1980,993.7,330,71,1030,500
5.8,0.335,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3,5,1,580,335,140,580,460,490,1970,993.7,330,71,1030,500
5.6,0.235,0.29,1.2,0.047,33,127,0.991,3.34,0.5,11,7,1,560,235,290,120,470,330,1270,991,334,50,1100,700
6.1,0.28,0.25,12.9,0.054,34,189,0.9979,3.25,0.43,9,4,1,610,280,250,1290,540,340,1890,997.9,325,43,900,400
6.3,0.21,0.33,13.9,0.046,68,179,0.9971,3.36,0.5,10.4,6,1,630,210,330,1390,460,680,1790,997.1,336,50,1040,600
6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5,5,1,640,240,280,1150,500,340,1630,996.9,331,45,950,500
6.4,0.24,0.29,11.4,0.051,32,166,0.9968,3.31,0.45,9.5,5,1,640,240,290,1140,510,320,1660,996.8,331,45,950,500
6.3,0.26,0.25,7.8,0.058,44,166,0.9961,3.24,0.41,9,5,1,630,260,250,780,580,440,1660,996.1,324,41,900,500
6.5,0.33,0.72,1.1,0.061,7,151,0.993,3.09,0.57,9.5,4,1,650,330,720,110,610,70,1510,993,309,57,950,400
7.4,0.105,0.34,12.2,0.05,57,146,0.9973,3.16,0.37,9,6,1,740,105,340,1220,500,570,1460,997.3,316,37,900,600
6,0.32,0.12,5.9,0.041,34,190,0.9944,3.16,0.72,10,5,1,600,320,120,590,410,340,1900,994.4,316,72,1000,500
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,1,710,260,340,1440,670,350,1890,998.6,307,53,910,700
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,1,710,260,340,1440,670,350,1890,998.6,307,53,910,700
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,1,710,260,340,1440,670,350,1890,998.6,307,53,910,700
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,1,710,260,340,1440,670,350,1890,998.6,307,53,910,700
5.9,0.24,0.26,12.3,0.053,34,134,0.9972,3.34,0.45,9.5,6,1,590,240,260,1230,530,340,1340,997.2,334,45,950,600
6.5,0.21,0.37,2.5,0.048,70,138,0.9917,3.33,0.75,11.4,7,1,650,210,370,250,480,700,1380,991.7,333,75,1140,700
7.7,0.27,0.35,5.3,0.03,30,117,0.992,3.11,0.42,12.2,6,1,770,270,350,530,300,300,1170,992,311,42,1220,600
9,0.27,0.35,4.9,0.028,27,95,0.9932,3.04,0.4,11.3,6,1,900,270,350,490,280,270,950,993.2,304,40,1130,600
7.3,0.34,0.21,3.2,0.05,14,136,0.9936,3.25,0.44,10.2,5,1,730,340,210,320,500,140,1360,993.6,325,44,1020,500
6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3,5,1,660,270,250,310,520,410,1880,991.5,324,40,1130,500
6.8,0.29,0.16,1.4,0.038,122.5,234.5,0.9922,3.15,0.47,10,4,1,680,290,160,140,380,1225,2345,992.2,315,47,1000,400
7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,5,1,710,280,260,190,490,120,860,993.4,315,38,940,500
6.8,0.25,0.34,14,0.032,47,133,0.9952,3.37,0.5,12.2,7,1,680,250,340,1400,320,470,1330,995.2,337,50,1220,700
7,0.57,0.1,8.3,0.094,23,188,0.9972,3.4,0.47,9.2,4,1,700,570,100,830,940,230,1880,997.2,340,47,920,400
7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,5,1,710,280,260,190,490,120,860,993.4,315,38,940,500
7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6,1,710,170,380,740,520,490,1820,995.8,335,52,960,600
7.8,0.28,0.22,1.4,0.056,24,130,0.9944,3.28,0.48,9.5,5,1,780,280,220,140,560,240,1300,994.4,328,48,950,500
6.8,0.22,0.37,1.7,0.036,38,195,0.9908,3.35,0.72,12.5,6,1,680,220,370,170,360,380,1950,990.8,335,72,1250,600
7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6,1,710,170,380,740,520,490,1820,995.8,335,52,960,600
6.1,0.14,0.25,1.3,0.047,37,173,0.9925,3.35,0.46,10,6,1,610,140,250,130,470,370,1730,992.5,335,46,1000,600
6.4,0.24,0.5,11.6,0.047,60,211,0.9966,3.18,0.57,9.3,5,1,640,240,500,1160,470,600,2110,996.6,318,57,930,500
7.8,0.42,0.26,9.2,0.058,34,199,0.9972,3.14,0.55,9.3,6,1,780,420,260,920,580,340,1990,997.2,314,55,930,600
6.6,0.28,0.36,1.7,0.038,22,101,0.9912,3.29,0.57,11.6,6,1,660,280,360,170,380,220,1010,991.2,329,57,1160,600
7.1,0.32,0.34,14.5,0.039,46,150,0.995,3.38,0.5,12.5,8,1,710,320,340,1450,390,460,1500,995,338,50,1250,800
6.7,0.31,0.3,2.1,0.038,18,130,0.9928,3.36,0.63,10.6,6,1,670,310,300,210,380,180,1300,992.8,336,63,1060,600
6.4,0.32,0.5,10.7,0.047,57,206,0.9968,3.08,0.6,9.4,5,1,640,320,500,1070,470,570,2060,996.8,308,60,940,500
6.1,0.28,0.25,6.9,0.056,44,201,0.9955,3.19,0.4,9.1,6,1,610,280,250,690,560,440,2010,995.5,319,40,910,600
5.9,0.29,0.25,12,0.057,48,224,0.9981,3.23,0.41,9,6,1,590,290,250,1200,570,480,2240,998.1,323,41,900,600
5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,1,580,320,380,475,330,230,940,991,342,42,1180,700
5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,1,580,320,380,475,330,230,940,991,342,42,1180,700
5.7,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,1,570,320,380,475,330,230,940,991,342,42,1180,700
6.7,0.28,0.14,1.4,0.043,64,159,0.992,3.17,0.39,10,5,1,670,280,140,140,430,640,1590,992,317,39,1000,500
6.8,0.34,0.69,1.3,0.058,12,171,0.9931,3.06,0.47,9.7,5,1,680,340,690,130,580,120,1710,993.1,306,47,970,500
5.9,0.25,0.25,11.3,0.052,30,165,0.997,3.24,0.44,9.5,6,1,590,250,250,1130,520,300,1650,997,324,44,950,600
6.4,0.27,0.32,4.5,0.24,61,174,0.9948,3.12,0.48,9.4,5,1,640,270,320,450,2400,610,1740,994.8,312,48,940,500
8.1,0.46,0.31,1.7,0.052,50,183,0.9923,3.03,0.42,11.2,5,1,810,460,310,170,520,500,1830,992.3,303,42,1120,500
6.2,0.36,0.26,13.2,0.051,54,201,0.9976,3.25,0.46,9,5,1,620,360,260,1320,510,540,2010,997.6,325,46,900,500
6.8,0.22,0.35,5.5,0.043,21,114,0.9938,3.3,0.53,10.7,7,1,680,220,350,550,430,210,1140,993.8,330,53,1070,700
6.8,0.67,0.3,13,0.29,22,193,0.9984,3.08,0.67,9,4,1,680,670,300,1300,2900,220,1930,998.4,308,67,900,400
7.2,0.28,0.3,10.7,0.044,61,222,0.9972,3.14,0.5,9.1,6,1,720,280,300,1070,440,610,2220,997.2,314,50,910,600
6.7,0.17,0.37,2,0.039,34,125,0.9922,3.26,0.6,10.8,7,1,670,170,370,200,390,340,1250,992.2,326,60,1080,700
6.9,0.2,0.34,1.9,0.043,25,136,0.9935,3.31,0.6,10.1,4,1,690,200,340,190,430,250,1360,993.5,331,60,1010,400
6.1,0.36,0.16,6.4,0.037,36,198,0.9944,3.17,0.62,9.9,6,1,610,360,160,640,370,360,1980,994.4,317,62,990,600
6,0.36,0.16,6.3,0.036,36,191,0.9942,3.17,0.62,9.8,5,1,600,360,160,630,360,360,1910,994.2,317,62,980,500
5.9,0.37,0.14,6.3,0.036,34,185,0.9944,3.17,0.63,9.8,5,1,590,370,140,630,360,340,1850,994.4,317,63,980,500
7.6,0.29,0.58,17.5,0.041,51,225,0.9997,3.16,0.66,9.5,6,1,760,290,580,1750,410,510,2250,999.7,316,66,950,600
6.3,0.34,0.28,14.7,0.047,49,198,0.9977,3.23,0.46,9.5,5,1,630,340,280,1470,470,490,1980,997.7,323,46,950,500
6.7,0.19,0.34,1,0.022,22,94,0.9912,3.23,0.57,11.1,6,1,670,190,340,100,220,220,940,991.2,323,57,1110,600
7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5,5,1,750,310,510,1480,390,620,2040,998.2,306,60,950,500
7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5,5,1,750,310,510,1480,390,620,2040,998.2,306,60,950,500
7.4,0.31,0.48,14.2,0.042,62,204,0.9983,3.06,0.59,9.4,5,1,740,310,480,1420,420,620,2040,998.3,306,59,940,500
8.4,0.4,0.7,13.1,0.042,29,197,0.998,3.06,0.64,9.7,5,1,840,400,700,1310,420,290,1970,998,306,64,970,500
5.9,0.34,0.22,2.4,0.03,19,135,0.9894,3.41,0.78,13.9,7,1,590,340,220,240,300,190,1350,989.4,341,78,1390,700
6.6,0.38,0.18,1.2,0.042,20,84,0.9927,3.22,0.45,10.1,4,1,660,380,180,120,420,200,840,992.7,322,45,1010,400
6.4,0.33,0.28,1.1,0.038,30,110,0.9917,3.12,0.42,10.5,6,1,640,330,280,110,380,300,1100,991.7,312,42,1050,600
5.6,0.25,0.26,3.6,0.037,18,115,0.9904,3.42,0.5,12.6,6,1,560,250,260,360,370,180,1150,990.4,342,50,1260,600
8.6,0.27,0.46,6.1,0.032,13,41,0.993,2.89,0.34,10.9,5,1,860,270,460,610,320,130,410,993,289,34,1090,500
6.2,0.31,0.21,6.3,0.041,50,218,0.9941,3.15,0.6,10,5,1,620,310,210,630,410,500,2180,994.1,315,60,1000,500
7.2,0.18,0.45,4.4,0.046,57,166,0.9943,3.13,0.62,11.2,6,1,720,180,450,440,460,570,1660,994.3,313,62,1120,600
7.7,0.2,0.44,13.9,0.05,44,130,0.99855,3.11,0.48,10,6,1,770,200,440,1390,500,440,1300,998.55,311,48,1000,600
6.2,0.47,0.21,1,0.044,13,98,0.99345,3.14,0.46,9.2,5,1,620,470,210,100,440,130,980,993.45,314,46,920,500
6.1,0.25,0.24,12.1,0.046,51,172,0.998,3.35,0.45,9.5,5,1,610,250,240,1210,460,510,1720,998,335,45,950,500
8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6,1,820,270,430,160,350,310,1280,991.6,310,50,1230,600
8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6,1,820,270,430,160,350,310,1280,991.6,310,50,1230,600
6.4,0.31,0.39,7.5,0.04,57,213,0.99475,3.32,0.43,10,5,1,640,310,390,750,400,570,2130,994.75,332,43,1000,500
6,0.39,0.26,2.7,0.038,39,187,0.99325,3.41,0.5,10.8,6,1,600,390,260,270,380,390,1870,993.25,341,50,1080,600
6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7,1,620,210,270,170,380,410,1500,993.3,349,71,1050,700
7.7,0.42,0.31,9.2,0.048,22,221,0.9969,3.06,0.61,9.2,6,1,770,420,310,920,480,220,2210,996.9,306,61,920,600
7,0.27,0.41,18.75,0.042,34,157,1.0002,2.96,0.5,9.1,5,1,700,270,410,1875,420,340,1570,1000.2,296,50,910,500
6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7,1,620,210,270,170,380,410,1500,993.3,349,71,1050,700
7.4,0.29,0.5,1.8,0.042,35,127,0.9937,3.45,0.5,10.2,7,1,740,290,500,180,420,350,1270,993.7,345,50,1020,700
6.6,0.29,0.44,9,0.053,62,178,0.99685,3.02,0.45,8.9,5,1,660,290,440,900,530,620,1780,996.85,302,45,890,500
6,0.3,0.44,1.5,0.046,15,182,0.99455,3.5,0.52,10.4,5,1,600,300,440,150,460,150,1820,994.55,350,52,1040,500
6.9,0.31,0.34,1.6,0.032,23,128,0.9917,3.37,0.47,11.7,6,1,690,310,340,160,320,230,1280,991.7,337,47,1170,600
6.6,0.33,0.31,1.3,0.02,29,89,0.99035,3.26,0.44,12.4,8,1,660,330,310,130,200,290,890,990.35,326,44,1240,800
7.8,0.3,0.4,1.8,0.028,23,122,0.9914,3.14,0.39,10.9,7,1,780,300,400,180,280,230,1220,991.4,314,39,1090,700
6.4,0.39,0.21,1.2,0.041,35,136,0.99225,3.15,0.46,10.2,5,1,640,390,210,120,410,350,1360,992.25,315,46,1020,500
6.4,0.24,0.31,2.8,0.038,41,114,0.99155,3.37,0.66,11.7,7,1,640,240,310,280,380,410,1140,991.55,337,66,1170,700
7,0.21,0.34,8,0.057,19,101,0.9954,2.99,0.59,9.4,5,1,700,210,340,800,570,190,1010,995.4,299,59,940,500
6.4,0.16,0.31,5.3,0.043,42,157,0.99455,3.35,0.47,10.5,5,1,640,160,310,530,430,420,1570,994.55,335,47,1050,500
6,0.33,0.27,0.8,0.185,12,188,0.9924,3.12,0.62,9.4,5,1,600,330,270,80,1850,120,1880,992.4,312,62,940,500
6.5,0.23,0.33,13.8,0.042,25,139,0.99695,3.35,0.56,10.4,6,1,650,230,330,1380,420,250,1390,996.95,335,56,1040,600
6.2,0.25,0.48,10,0.044,78,240,0.99655,3.25,0.47,9.5,6,1,620,250,480,1000,440,780,2400,996.55,325,47,950,600
8.8,0.28,0.45,6,0.022,14,49,0.9934,3.01,0.33,11.1,7,1,880,280,450,600,220,140,490,993.4,301,33,1110,700
6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6,1,660,250,300,1440,520,400,1830,998,302,50,910,600
6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,5,1,690,380,250,980,400,280,1910,997.1,328,61,920,500
6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,6,1,640,250,300,550,380,150,1290,994.8,314,49,960,600
6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6,1,660,250,300,1440,520,400,1830,998,302,50,910,600
6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,5,1,690,380,250,980,400,280,1910,997.1,328,61,920,500
7.1,0.21,0.31,3.8,0.021,40,142,0.99215,3.17,0.39,10.8,7,1,710,210,310,380,210,400,1420,992.15,317,39,1080,700
6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,6,1,640,250,300,550,380,150,1290,994.8,314,49,960,600
6.9,0.39,0.4,4.6,0.022,5,19,0.9915,3.31,0.37,12.6,3,1,690,390,400,460,220,50,190,991.5,331,37,1260,300
5.8,0.2,0.3,1.5,0.031,21,57,0.99115,3.44,0.55,11,6,1,580,200,300,150,310,210,570,991.15,344,55,1100,600
7,0.2,0.37,2,0.03,26,136,0.9932,3.28,0.61,10.2,6,1,700,200,370,200,300,260,1360,993.2,328,61,1020,600
5.9,0.26,0.25,12.5,0.034,38,152,0.9977,3.33,0.43,9.4,5,1,590,260,250,1250,340,380,1520,997.7,333,43,940,500
7.4,0.38,0.27,7.5,0.041,24,160,0.99535,3.17,0.43,10,5,1,740,380,270,750,410,240,1600,995.35,317,43,1000,500
7.4,0.2,1.66,2.1,0.022,34,113,0.99165,3.26,0.55,12.2,6,1,740,200,1660,210,220,340,1130,991.65,326,55,1220,600
7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6,1,700,210,340,850,330,310,2530,995.3,322,56,1050,600
7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6,1,720,290,400,760,240,560,1770,992.8,304,32,1150,600
6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6,1,690,180,380,810,490,440,1760,995.8,330,54,980,600
7.3,0.3,0.42,7.35,0.025,51,175,0.9928,3.04,0.32,11.4,6,1,730,300,420,735,250,510,1750,992.8,304,32,1140,600
7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6,1,720,290,400,760,240,560,1770,992.8,304,32,1150,600
6.9,0.2,0.5,10,0.036,78,167,0.9964,3.15,0.55,10.2,6,1,690,200,500,1000,360,780,1670,996.4,315,55,1020,600
6.7,0.2,0.42,14,0.038,83,160,0.9987,3.16,0.5,9.4,6,1,670,200,420,1400,380,830,1600,998.7,316,50,940,600
7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6,1,700,210,340,850,330,310,2530,995.3,322,56,1050,600
5.9,0.35,0.47,2.2,0.11,14,138,0.9932,3.09,0.5,9.1,5,1,590,350,470,220,1100,140,1380,993.2,309,50,910,500
7.1,0.28,0.44,1.8,0.032,32,107,0.9907,3.25,0.48,12.2,7,1,710,280,440,180,320,320,1070,990.7,325,48,1220,700
5.8,0.25,0.28,11.1,0.056,45,175,0.99755,3.42,0.43,9.5,5,1,580,250,280,1110,560,450,1750,997.55,342,43,950,500
6.8,0.22,0.37,15.2,0.051,68,178,0.99935,3.4,0.85,9.3,6,1,680,220,370,1520,510,680,1780,999.35,340,85,930,600
7.1,0.14,0.4,1.2,0.051,55,136,0.9932,3.3,0.96,9.8,7,1,710,140,400,120,510,550,1360,993.2,330,96,980,700
7.1,0.13,0.4,1.2,0.047,54,134,0.9932,3.3,0.97,9.8,7,1,710,130,400,120,470,540,1340,993.2,330,97,980,700
6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6,1,690,180,380,810,490,440,1760,995.8,330,54,980,600
7,0.2,0.38,8.1,0.05,42,173,0.99585,3.3,0.54,9.8,6,1,700,200,380,810,500,420,1730,995.85,330,54,980,600
6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,5,1,680,240,490,1930,570,550,2470,1000.55,300,56,870,500
5,0.44,0.04,18.6,0.039,38,128,0.9985,3.37,0.57,10.2,6,1,500,440,40,1860,390,380,1280,998.5,337,57,1020,600
6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,6,1,630,300,280,500,420,360,1680,995.05,322,69,950,600
7.2,0.27,0.42,1.6,0.05,35,135,0.992,2.94,0.46,11,6,1,720,270,420,160,500,350,1350,992,294,46,1100,600
6.7,0.5,0.63,13.4,0.078,81,238,0.9988,3.08,0.44,9.2,5,1,670,500,630,1340,780,810,2380,998.8,308,44,920,500
6.8,0.2,0.36,1.6,0.028,7,46,0.99175,3.21,0.6,10.9,6,1,680,200,360,160,280,70,460,991.75,321,60,1090,600
6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,7,1,670,110,340,880,430,410,1130,996.2,342,40,930,700
6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,7,1,670,110,340,880,430,410,1130,996.2,342,40,930,700
6.8,0.12,0.31,5.2,0.045,29,120,0.9942,3.41,0.46,9.8,7,1,680,120,310,520,450,290,1200,994.2,341,46,980,700
6.6,0.16,0.57,1.1,0.13,58,140,0.9927,3.12,0.39,9.3,7,1,660,160,570,110,1300,580,1400,992.7,312,39,930,700
6.6,0.21,0.6,1.1,0.135,61,144,0.9927,3.12,0.39,9.3,7,1,660,210,600,110,1350,610,1440,992.7,312,39,930,700
6.1,0.27,0.3,16.7,0.039,49,172,0.99985,3.4,0.45,9.4,5,1,610,270,300,1670,390,490,1720,999.85,340,45,940,500
9.1,0.27,0.45,10.6,0.035,28,124,0.997,3.2,0.46,10.4,9,1,910,270,450,1060,350,280,1240,997,320,46,1040,900
6.4,0.225,0.48,2.2,0.115,29,104,0.9918,3.24,0.58,12.1,6,1,640,225,480,220,1150,290,1040,991.8,324,58,1210,600
8.3,0.14,0.45,1.5,0.039,18,98,0.99215,3.02,0.56,11,6,1,830,140,450,150,390,180,980,992.15,302,56,1100,600
7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,5,1,720,230,190,1370,520,470,1970,998.65,312,53,900,500
6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,7,1,690,220,370,1500,530,590,1780,999.2,337,82,950,700
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8,1,810,170,440,1410,530,430,1450,1000.6,328,75,880,800
6,0.395,0,1.4,0.042,7,55,0.99135,3.37,0.38,11.2,4,1,600,395,0,140,420,70,550,991.35,337,38,1120,400
7.8,0.29,0.22,9.5,0.056,44,213,0.99715,3.08,0.61,9.3,6,1,780,290,220,950,560,440,2130,997.15,308,61,930,600
6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,7,1,690,220,370,1500,530,590,1780,999.2,337,82,950,700
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8,1,810,170,440,1410,530,430,1450,1000.6,328,75,880,800
7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,5,1,720,230,190,1370,520,470,1970,998.65,312,53,900,500
7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,6,1,760,300,270,1060,390,310,1190,998.15,327,30,930,600
7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6,1,770,340,280,1100,400,310,1170,998.15,327,29,920,600
7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6,1,770,340,280,1100,400,310,1170,998.15,327,29,920,600
5.8,0.34,0.16,7,0.037,26,116,0.9949,3.46,0.45,10,7,1,580,340,160,700,370,260,1160,994.9,346,45,1000,700
7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,6,1,760,300,270,1060,390,310,1190,998.15,327,30,930,600
7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6,1,770,340,280,1100,400,310,1170,998.15,327,29,920,600
5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9,7,1,590,240,300,200,330,280,920,992.25,339,69,1090,700
6.4,0.46,0.08,4.9,0.046,34,144,0.99445,3.1,0.56,10,5,1,640,460,80,490,460,340,1440,994.45,310,56,1000,500
5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9,7,1,590,240,300,200,330,280,920,992.25,339,69,1090,700
7.4,0.32,0.27,1.4,0.049,38,173,0.99335,3.03,0.52,9.3,5,1,740,320,270,140,490,380,1730,993.35,303,52,930,500
