FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,Quality,Radius,Scaled_FixedAcidity,Scaled_VolatileAcidity,Scaled_CitricAcid,Scaled_ResidualSugar,Scaled_Chlorides,Scaled_FreeSulfurDioxide,Scaled_TotalSulfurDioxide,Scaled_Density,Scaled_pH,Scaled_Sulphates,Scaled_Alcohol,Scaled_Quality
6.4,0.37,0.25,1.9,0.074,21,49,0.9974,3.57,0.62,9.8,6,1,640,370,250,190,740,210,490,997.4,357,62,980,600
6.8,0.63,0.12,3.8,0.099,16,126,0.9969,3.28,0.61,9.5,5,1,680,630,120,380,990,160,1260,996.9,328,61,950,500
7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,5,1,760,550,210,220,710,70,280,996.4,328,55,970,500
7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,5,1,760,550,210,220,710,70,280,996.4,328,55,970,500
7.8,0.59,0.33,2,0.074,24,120,0.9968,3.25,0.54,9.4,5,1,780,590,330,200,740,240,1200,996.8,325,54,940,500
7.3,0.58,0.3,2.4,0.074,15,55,0.9968,3.46,0.59,10.2,5,1,730,580,300,240,740,150,550,996.8,346,59,1020,500
11.5,0.3,0.6,2,0.067,12,27,0.9981,3.11,0.97,10.1,6,1,1150,300,600,200,670,120,270,998.1,311,97,1010,600
5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,7,1,540,835,80,120,460,130,930,992.4,357,85,1300,700
6.9,1.09,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4,4,1,690,1090,60,210,610,120,310,994.8,351,43,1140,400
9.6,0.32,0.47,1.4,0.056,9,24,0.99695,3.22,0.82,10.3,7,1,960,320,470,140,560,90,240,996.95,322,82,1030,700
8.8,0.37,0.48,2.1,0.097,39,145,0.9975,3.04,1.03,9.3,5,1,880,370,480,210,970,390,1450,997.5,304,103,930,500
6.8,0.5,0.11,1.5,0.075,16,49,0.99545,3.36,0.79,9.5,5,1,680,500,110,150,750,160,490,995.45,336,79,950,500
7,0.42,0.35,1.6,0.088,16,39,0.9961,3.34,0.55,9.2,5,1,700,420,350,160,880,160,390,996.1,334,55,920,500
7,0.43,0.36,1.6,0.089,14,37,0.99615,3.34,0.56,9.2,6,1,700,430,360,160,890,140,370,996.15,334,56,920,600
12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7,1,1280,300,740,260,950,90,280,999.4,320,77,1080,700
12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7,1,1280,300,740,260,950,90,280,999.4,320,77,1080,700
7.8,0.57,0.31,1.8,0.069,26,120,0.99625,3.29,0.53,9.3,5,1,780,570,310,180,690,260,1200,996.25,329,53,930,500
7.8,0.44,0.28,2.7,0.1,18,95,0.9966,3.22,0.67,9.4,5,1,780,440,280,270,1000,180,950,996.6,322,67,940,500
11,0.3,0.58,2.1,0.054,7,19,0.998,3.31,0.88,10.5,7,1,1100,300,580,210,540,70,190,998,331,88,1050,700
9.7,0.53,0.6,2,0.039,5,19,0.99585,3.3,0.86,12.4,6,1,970,530,600,200,390,50,190,995.85,330,86,1240,600
8,0.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10,6,1,800,725,240,280,830,100,620,996.85,335,56,1000,600
11.6,0.44,0.64,2.1,0.059,5,15,0.998,3.21,0.67,10.2,6,1,1160,440,640,210,590,50,150,998,321,67,1020,600
8.2,0.57,0.26,2.2,0.06,28,65,0.9959,3.3,0.43,10.1,5,1,820,570,260,220,600,280,650,995.9,330,43,1010,500
7.8,0.735,0.08,2.4,0.092,10,41,0.9974,3.24,0.71,9.8,6,1,780,735,80,240,920,100,410,997.4,324,71,980,600
7,0.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5,5,1,700,490,490,560,600,260,1210,997.4,334,76,1050,500
8.7,0.625,0.16,2,0.101,13,49,0.9962,3.14,0.57,11,5,1,870,625,160,200,1010,130,490,996.2,314,57,1100,500
8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1,5,1,810,725,220,220,720,110,410,996.7,336,55,910,500
7.5,0.49,0.19,1.9,0.076,10,44,0.9957,3.39,0.54,9.7,5,1,750,490,190,190,760,100,440,995.7,339,54,970,500
7.8,0.53,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5,5,1,780,530,330,240,800,240,1440,996.55,330,60,950,500
7.8,0.34,0.37,2,0.082,24,58,0.9964,3.34,0.59,9.4,6,1,780,340,370,200,820,240,580,996.4,334,59,940,600
7.4,0.53,0.26,2,0.101,16,72,0.9957,3.15,0.57,9.4,5,1,740,530,260,200,1010,160,720,995.7,315,57,940,500
6.8,0.61,0.04,1.5,0.057,5,10,0.99525,3.42,0.6,9.5,5,1,680,610,40,150,570,50,100,995.25,342,60,950,500
8.6,0.645,0.25,2,0.083,8,28,0.99815,3.28,0.6,10,6,1,860,645,250,200,830,80,280,998.15,328,60,1000,600
8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,4,1,840,635,360,200,890,150,550,997.45,331,57,1040,400
7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,1,770,430,250,260,730,290,630,996.15,337,58,1050,600
8.9,0.59,0.5,2,0.337,27,81,0.9964,3.04,1.61,9.5,6,1,890,590,500,200,3370,270,810,996.4,304,161,950,600
9,0.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8,5,1,900,820,140,260,890,90,230,998.4,339,63,980,500
7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,1,770,430,250,260,730,290,630,996.15,337,58,1050,600
6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,5,1,690,520,250,260,810,100,370,996.85,346,50,1100,500
5.2,0.48,0.04,1.6,0.054,19,106,0.9927,3.54,0.62,12.2,7,1,520,480,40,160,540,190,1060,992.7,354,62,1220,700
8,0.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,6,1,800,380,60,180,780,120,490,996.25,337,52,990,600
8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6,6,1,850,370,200,280,900,180,580,998,334,70,960,600
6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,5,1,690,520,250,260,810,100,370,996.85,346,50,1100,500
8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,6,1,820,1000,90,230,650,70,370,996.85,332,55,900,600
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,1,720,630,0,190,970,140,380,996.75,337,58,900,600
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,1,720,630,0,190,970,140,380,996.75,337,58,900,600
7.2,0.645,0,1.9,0.097,15,39,0.99675,3.37,0.58,9.2,6,1,720,645,0,190,970,150,390,996.75,337,58,920,600
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,1,720,630,0,190,970,140,380,996.75,337,58,900,600
8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,6,1,820,1000,90,230,650,70,370,996.85,332,55,900,600
8.9,0.635,0.37,1.7,0.263,5,62,0.9971,3,1.09,9.3,5,1,890,635,370,170,2630,50,620,997.1,300,109,930,500
12,0.38,0.56,2.1,0.093,6,24,0.99925,3.14,0.71,10.9,6,1,1200,380,560,210,930,60,240,999.25,314,71,1090,600
7.7,0.58,0.1,1.8,0.102,28,109,0.99565,3.08,0.49,9.8,6,1,770,580,100,180,1020,280,1090,995.65,308,49,980,600
15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7,1,1500,210,440,220,750,100,240,1000.05,307,84,920,700
15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7,1,1500,210,440,220,750,100,240,1000.05,307,84,920,700
7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6,1,730,660,0,200,840,60,230,998.3,361,96,990,600
7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,5,1,710,680,70,190,750,160,510,996.85,338,52,950,500
8.2,0.6,0.17,2.3,0.072,11,73,0.9963,3.2,0.45,9.3,5,1,820,600,170,230,720,110,730,996.3,320,45,930,500
7.7,0.53,0.06,1.7,0.074,9,39,0.99615,3.35,0.48,9.8,6,1,770,530,60,170,740,90,390,996.15,335,48,980,600
7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6,1,730,660,0,200,840,60,230,998.3,361,96,990,600
10.8,0.32,0.44,1.6,0.063,16,37,0.9985,3.22,0.78,10,6,1,1080,320,440,160,630,160,370,998.5,322,78,1000,600
7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6,1,710,600,0,180,740,160,340,997.2,347,70,990,600
11.1,0.35,0.48,3.1,0.09,5,21,0.9986,3.17,0.53,10.5,5,1,1110,350,480,310,900,50,210,998.6,317,53,1050,500
7.7,0.775,0.42,1.9,0.092,8,86,0.9959,3.23,0.59,9.5,5,1,770,775,420,190,920,80,860,995.9,323,59,950,500
7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6,1,710,600,0,180,740,160,340,997.2,347,70,990,600
8,0.57,0.23,3.2,0.073,17,119,0.99675,3.26,0.57,9.3,5,1,800,570,230,320,730,170,1190,996.75,326,57,930,500
9.4,0.34,0.37,2.2,0.075,5,13,0.998,3.22,0.62,9.2,5,1,940,340,370,220,750,50,130,998,322,62,920,500
6.6,0.695,0,2.1,0.075,12,56,0.9968,3.49,0.67,9.2,5,1,660,695,0,210,750,120,560,996.8,349,67,920,500
7.7,0.41,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,5,1,770,410,760,180,6110,80,450,996.8,306,126,940,500
10,0.31,0.47,2.6,0.085,14,33,0.99965,3.36,0.8,10.5,7,1,1000,310,470,260,850,140,330,999.65,336,80,1050,700
7.9,0.33,0.23,1.7,0.077,18,45,0.99625,3.29,0.65,9.3,5,1,790,330,230,170,770,180,450,996.25,329,65,930,500
7,0.975,0.04,2,0.087,12,67,0.99565,3.35,0.6,9.4,4,1,700,975,40,200,870,120,670,995.65,335,60,940,400
8,0.52,0.03,1.7,0.07,10,35,0.99575,3.34,0.57,10,5,1,800,520,30,170,700,100,350,995.75,334,57,1000,500
7.9,0.37,0.23,1.8,0.077,23,49,0.9963,3.28,0.67,9.3,5,1,790,370,230,180,770,230,490,996.3,328,67,930,500
12.5,0.56,0.49,2.4,0.064,5,27,0.9999,3.08,0.87,10.9,5,1,1250,560,490,240,640,50,270,999.9,308,87,1090,500
11.8,0.26,0.52,1.8,0.071,6,10,0.9968,3.2,0.72,10.2,7,1,1180,260,520,180,710,60,100,996.8,320,72,1020,700
8.1,0.87,0,3.3,0.096,26,61,1.00025,3.6,0.72,9.8,4,1,810,870,0,330,960,260,610,1000.25,360,72,980,400
7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,8,1,790,350,460,360,780,150,370,997.3,335,86,1280,800
6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,6,1,690,540,40,300,770,70,270,998.7,369,91,940,600
11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6,1,1150,180,510,400,1040,40,230,999.6,328,97,1010,600
7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,6,1,790,545,60,400,870,270,610,996.5,336,67,1070,600
11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6,1,1150,180,510,400,1040,40,230,999.6,328,97,1010,600
10.9,0.37,0.58,4,0.071,17,65,0.99935,3.22,0.78,10.1,5,1,1090,370,580,400,710,170,650,999.35,322,78,1010,500
8.4,0.715,0.2,2.4,0.076,10,38,0.99735,3.31,0.64,9.4,5,1,840,715,200,240,760,100,380,997.35,331,64,940,500
7.5,0.65,0.18,7,0.088,27,94,0.99915,3.38,0.77,9.4,5,1,750,650,180,700,880,270,940,999.15,338,77,940,500
7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,6,1,790,545,60,400,870,270,610,996.5,336,67,1070,600
6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,6,1,690,540,40,300,770,70,270,998.7,369,91,940,600
11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6,1,1150,180,510,400,1040,40,230,999.6,328,97,1010,600
10.3,0.32,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,8,1,1030,320,450,640,730,50,130,997.6,323,82,1260,800
8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7,1,890,400,320,560,870,100,470,999.1,338,77,1050,700
11.4,0.26,0.44,3.6,0.071,6,19,0.9986,3.12,0.82,9.3,6,1,1140,260,440,360,710,60,190,998.6,312,82,930,600
7.7,0.27,0.68,3.5,0.358,5,10,0.9972,3.25,1.08,9.9,7,1,770,270,680,350,3580,50,100,997.2,325,108,990,700
7.6,0.52,0.12,3,0.067,12,53,0.9971,3.36,0.57,9.1,5,1,760,520,120,300,670,120,530,997.1,336,57,910,500
8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7,1,890,400,320,560,870,100,470,999.1,338,77,1050,700
9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,5,1,990,590,70,340,1020,320,710,1000.15,331,71,980,500
9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,5,1,990,590,70,340,1020,320,710,1000.15,331,71,980,500
12,0.45,0.55,2,0.073,25,49,0.9997,3.1,0.76,10.3,6,1,1200,450,550,200,730,250,490,999.7,310,76,1030,600
7.5,0.4,0.12,3,0.092,29,53,0.9967,3.37,0.7,10.3,6,1,750,400,120,300,920,290,530,996.7,337,70,1030,600
8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7,1,870,520,90,250,910,200,490,997.6,334,86,1060,700
11.6,0.42,0.53,3.3,0.105,33,98,1.001,3.2,0.95,9.2,5,1,1160,420,530,330,1050,330,980,1001,320,95,920,500
8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7,1,870,520,90,250,910,200,490,997.6,334,86,1060,700
11,0.2,0.48,2,0.343,6,18,0.9979,3.3,0.71,10.5,5,1,1100,200,480,200,3430,60,180,997.9,330,71,1050,500
10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,6,1,1040,550,230,270,910,180,480,999.4,322,64,1030,600
6.9,0.36,0.25,2.4,0.098,5,16,0.9964,3.41,0.6,10.1,6,1,690,360,250,240,980,50,160,996.4,341,60,1010,600
13.3,0.34,0.52,3.2,0.094,17,53,1.0014,3.05,0.81,9.5,6,1,1330,340,520,320,940,170,530,1001.4,305,81,950,600
10.8,0.5,0.46,2.5,0.073,5,27,1.0001,3.05,0.64,9.5,5,1,1080,500,460,250,730,50,270,1000.1,305,64,950,500
10.6,0.83,0.37,2.6,0.086,26,70,0.9981,3.16,0.52,9.9,5,1,1060,830,370,260,860,260,700,998.1,316,52,990,500
7.1,0.63,0.06,2,0.083,8,29,0.99855,3.67,0.73,9.6,5,1,710,630,60,200,830,80,290,998.55,367,73,960,500
7.2,0.65,0.02,2.3,0.094,5,31,0.9993,3.67,0.8,9.7,5,1,720,650,20,230,940,50,310,999.3,367,80,970,500
6.9,0.67,0.06,2.1,0.08,8,33,0.99845,3.68,0.71,9.6,5,1,690,670,60,210,800,80,330,998.45,368,71,960,500
7.5,0.53,0.06,2.6,0.086,20,44,0.9965,3.38,0.59,10.7,6,1,750,530,60,260,860,200,440,996.5,338,59,1070,600
11.1,0.18,0.48,1.5,0.068,7,15,0.9973,3.22,0.64,10.1,6,1,1110,180,480,150,680,70,150,997.3,322,64,1010,600
8.3,0.705,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10,5,1,830,705,120,260,920,120,280,999.4,351,72,1000,500
7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5,5,1,740,670,120,160,1860,50,210,996,339,54,950,500
8.4,0.65,0.6,2.1,0.112,12,90,0.9973,3.2,0.52,9.2,5,1,840,650,600,210,1120,120,900,997.3,320,52,920,500
10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,1,1030,530,480,250,630,60,250,999.8,312,59,930,600
7.6,0.62,0.32,2.2,0.082,7,54,0.9966,3.36,0.52,9.4,5,1,760,620,320,220,820,70,540,996.6,336,52,940,500
10.3,0.41,0.42,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,6,1,1030,410,420,240,2130,60,140,999.4,319,62,950,600
10.3,0.43,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,6,1,1030,430,440,240,2140,50,120,999.4,319,63,950,600
7.4,0.29,0.38,1.7,0.062,9,30,0.9968,3.41,0.53,9.5,6,1,740,290,380,170,620,90,300,996.8,341,53,950,600
10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,1,1030,530,480,250,630,60,250,999.8,312,59,930,600
7.9,0.53,0.24,2,0.072,15,105,0.996,3.27,0.54,9.4,6,1,790,530,240,200,720,150,1050,996,327,54,940,600
9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,6,1,900,460,310,280,930,190,980,998.15,332,63,950,600
8.6,0.47,0.3,3,0.076,30,135,0.9976,3.3,0.53,9.4,5,1,860,470,300,300,760,300,1350,997.6,330,53,940,500
7.4,0.36,0.29,2.6,0.087,26,72,0.99645,3.39,0.68,11,5,1,740,360,290,260,870,260,720,996.45,339,68,1100,500
7.1,0.35,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11,6,1,710,350,290,250,960,200,530,996.2,342,65,1100,600
9.6,0.56,0.23,3.4,0.102,37,92,0.9996,3.3,0.65,10.1,5,1,960,560,230,340,1020,370,920,999.6,330,65,1010,500
9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,6,1,960,770,120,290,820,300,740,998.65,330,64,1040,600
9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,1,980,660,390,320,830,210,590,998.9,337,71,1150,700
9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,6,1,960,770,120,290,820,300,740,998.65,330,64,1040,600
9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,1,980,660,390,320,830,210,590,998.9,337,71,1150,700
9.3,0.61,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7,5,1,930,610,260,340,900,250,870,999.75,324,62,970,500
7.8,0.62,0.05,2.3,0.079,6,18,0.99735,3.29,0.63,9.3,5,1,780,620,50,230,790,60,180,997.35,329,63,930,500
10.3,0.59,0.42,2.8,0.09,35,73,0.999,3.28,0.7,9.5,6,1,1030,590,420,280,900,350,730,999,328,70,950,600
10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6,1,1000,490,200,1100,710,130,500,1001.5,316,69,920,600
10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6,1,1000,490,200,1100,710,130,500,1001.5,316,69,920,600
11.6,0.53,0.66,3.65,0.121,6,14,0.9978,3.05,0.74,11.5,7,1,1160,530,660,365,1210,60,140,997.8,305,74,1150,700
10.3,0.44,0.5,4.5,0.107,5,13,0.998,3.28,0.83,11.5,5,1,1030,440,500,450,1070,50,130,998,328,83,1150,500
13.4,0.27,0.62,2.6,0.082,6,21,1.0002,3.16,0.67,9.7,6,1,1340,270,620,260,820,60,210,1000.2,316,67,970,600
10.7,0.46,0.39,2,0.061,7,15,0.9981,3.18,0.62,9.5,5,1,1070,460,390,200,610,70,150,998.1,318,62,950,500
10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6,1,1020,360,640,290,1220,100,410,998,323,66,1250,600
10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6,1,1020,360,640,290,1220,100,410,998,323,66,1250,600
8,0.58,0.28,3.2,0.066,21,114,0.9973,3.22,0.54,9.4,6,1,800,580,280,320,660,210,1140,997.3,322,54,940,600
8.4,0.56,0.08,2.1,0.105,16,44,0.9958,3.13,0.52,11,5,1,840,560,80,210,1050,160,440,995.8,313,52,1100,500
7.9,0.65,0.01,2.5,0.078,17,38,0.9963,3.34,0.74,11.7,7,1,790,650,10,250,780,170,380,996.3,334,74,1170,700
11.9,0.695,0.53,3.4,0.128,7,21,0.9992,3.17,0.84,12.2,7,1,1190,695,530,340,1280,70,210,999.2,317,84,1220,700
8.9,0.43,0.45,1.9,0.052,6,16,0.9948,3.35,0.7,12.5,6,1,890,430,450,190,520,60,160,994.8,335,70,1250,600
7.8,0.43,0.32,2.8,0.08,29,58,0.9974,3.31,0.64,10.3,5,1,780,430,320,280,800,290,580,997.4,331,64,1030,500
12.4,0.49,0.58,3,0.103,28,99,1.0008,3.16,1,11.5,6,1,1240,490,580,300,1030,280,990,1000.8,316,100,1150,600
12.5,0.28,0.54,2.3,0.082,12,29,0.9997,3.11,1.36,9.8,7,1,1250,280,540,230,820,120,290,999.7,311,136,980,700
12.2,0.34,0.5,2.4,0.066,10,21,1,3.12,1.18,9.2,6,1,1220,340,500,240,660,100,210,1000,312,118,920,600
10.6,0.42,0.48,2.7,0.065,5,18,0.9972,3.21,0.87,11.3,6,1,1060,420,480,270,650,50,180,997.2,321,87,1130,600
10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,6,1,1090,390,470,180,1180,60,140,998.2,330,75,980,600
10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,6,1,1090,390,470,180,1180,60,140,998.2,330,75,980,600
11.9,0.57,0.5,2.6,0.082,6,32,1.0006,3.12,0.78,10.7,6,1,1190,570,500,260,820,60,320,1000.6,312,78,1070,600
7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,5,1,700,685,0,190,670,400,630,997.9,360,81,990,500
6.6,0.815,0.02,2.7,0.072,17,34,0.9955,3.58,0.89,12.3,7,1,660,815,20,270,720,170,340,995.5,358,89,1230,700
13.8,0.49,0.67,3,0.093,6,15,0.9986,3.02,0.93,12,6,1,1380,490,670,300,930,60,150,998.6,302,93,1200,600
9.6,0.56,0.31,2.8,0.089,15,46,0.9979,3.11,0.92,10,6,1,960,560,310,280,890,150,460,997.9,311,92,1000,600
9.1,0.785,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,6,1,910,785,0,260,930,110,280,999.4,336,86,940,600
10.7,0.67,0.22,2.7,0.107,17,34,1.0004,3.28,0.98,9.9,6,1,1070,670,220,270,1070,170,340,1000.4,328,98,990,600
9.1,0.795,0,2.6,0.096,11,26,0.9994,3.35,0.83,9.4,6,1,910,795,0,260,960,110,260,999.4,335,83,940,600
7.7,0.665,0,2.4,0.09,8,19,0.9974,3.27,0.73,9.3,5,1,770,665,0,240,900,80,190,997.4,327,73,930,500
13.5,0.53,0.79,4.8,0.12,23,77,1.0018,3.18,0.77,13,5,1,1350,530,790,480,1200,230,770,1001.8,318,77,1300,500
6.1,0.21,0.4,1.4,0.066,40.5,165,0.9912,3.25,0.59,11.9,6,1,610,210,400,140,660,405,1650,991.2,325,59,1190,600
6.7,0.75,0.01,2.4,0.078,17,32,0.9955,3.55,0.61,12.8,6,1,670,750,10,240,780,170,320,995.5,355,61,1280,600
11.5,0.41,0.52,3,0.08,29,55,1.0001,3.26,0.88,11,5,1,1150,410,520,300,800,290,550,1000.1,326,88,1100,500
10.5,0.42,0.66,2.95,0.116,12,29,0.997,3.24,0.75,11.7,7,1,1050,420,660,295,1160,120,290,997,324,75,1170,700
11.9,0.43,0.66,3.1,0.109,10,23,1,3.15,0.85,10.4,7,1,1190,430,660,310,1090,100,230,1000,315,85,1040,700
12.6,0.38,0.66,2.6,0.088,10,41,1.001,3.17,0.68,9.8,6,1,1260,380,660,260,880,100,410,1001,317,68,980,600
8.2,0.7,0.23,2,0.099,14,81,0.9973,3.19,0.7,9.4,5,1,820,700,230,200,990,140,810,997.3,319,70,940,500
8.6,0.45,0.31,2.6,0.086,21,50,0.9982,3.37,0.91,9.9,6,1,860,450,310,260,860,210,500,998.2,337,91,990,600
11.9,0.58,0.66,2.5,0.072,6,37,0.9992,3.05,0.56,10,5,1,1190,580,660,250,720,60,370,999.2,305,56,1000,500
12.5,0.46,0.63,2,0.071,6,15,0.9988,2.99,0.87,10.2,5,1,1250,460,630,200,710,60,150,998.8,299,87,1020,500
12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,7,1,1280,615,660,580,830,70,420,1002.2,307,73,1000,700
10,0.42,0.5,3.4,0.107,7,21,0.9979,3.26,0.93,11.8,6,1,1000,420,500,340,1070,70,210,997.9,326,93,1180,600
12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,7,1,1280,615,660,580,830,70,420,1002.2,307,73,1000,700
10.4,0.575,0.61,2.6,0.076,11,24,1,3.16,0.69,9,5,1,1040,575,610,260,760,110,240,1000,316,69,900,500
10.3,0.34,0.52,2.8,0.159,15,75,0.9998,3.18,0.64,9.4,5,1,1030,340,520,280,1590,150,750,999.8,318,64,940,500
9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7,1,940,270,530,240,740,60,180,996.2,320,113,1200,700
6.9,0.765,0.02,2.3,0.063,35,63,0.9975,3.57,0.78,9.9,5,1,690,765,20,230,630,350,630,997.5,357,78,990,500
7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,6,1,790,240,400,160,560,110,250,996.7,332,87,870,600
9.1,0.28,0.48,1.8,0.067,26,46,0.9967,3.32,1.04,10.6,6,1,910,280,480,180,670,260,460,996.7,332,104,1060,600
7.4,0.55,0.22,2.2,0.106,12,72,0.9959,3.05,0.63,9.2,5,1,740,550,220,220,1060,120,720,995.9,305,63,920,500
14,0.41,0.63,3.8,0.089,6,47,1.0014,3.01,0.81,10.8,6,1,1400,410,630,380,890,60,470,1001.4,301,81,1080,600
11.5,0.54,0.71,4.4,0.124,6,15,0.9984,3.01,0.83,11.8,7,1,1150,540,710,440,1240,60,150,998.4,301,83,1180,700
11.5,0.45,0.5,3,0.078,19,47,1.0003,3.26,1.11,11,6,1,1150,450,500,300,780,190,470,1000.3,326,111,1100,600
9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7,1,940,270,530,240,740,60,180,996.2,320,113,1200,700
11.4,0.625,0.66,6.2,0.088,6,24,0.9988,3.11,0.99,13.3,6,1,1140,625,660,620,880,60,240,998.8,311,99,1330,600
8.3,0.42,0.38,2.5,0.094,24,60,0.9979,3.31,0.7,10.8,6,1,830,420,380,250,940,240,600,997.9,331,70,1080,600
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,1,830,260,420,200,800,110,270,997.4,321,80,940,600
13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6,1,1370,415,680,290,850,170,430,1001.4,306,80,1000,600
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,1,830,260,420,200,800,110,270,997.4,321,80,940,600
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,1,830,260,420,200,800,110,270,997.4,321,80,940,600
7.7,0.51,0.28,2.1,0.087,23,54,0.998,3.42,0.74,9.2,5,1,770,510,280,210,870,230,540,998,342,74,920,500
